,AE_mean,AE_median,AE_std,RMS_Energy_mean,RMS_Energy_median,RMS_Energy_std,ZCR_mean,ZCR_median,ZCR_std,Tempo,BER_mean,BER_median,BER_std,Spectral_Centroid_mean,Spectral_Centroid_median,Spectral_Centroid_std,Spectral_Bandwidth_mean,Spectral_Bandwidth_median,Spectral_Bandwidth_std,25%ile_Spectral_Rolloff_mean,25%ile_Spectral_Rolloff_median,25%ile_Spectral_Rolloff_std,50%ile_Spectral_Rolloff_mean,50%ile_Spectral_Rolloff_median,50%ile_Spectral_Rolloff_std,75%ile_Spectral_Rolloff_mean,75%ile_Spectral_Rolloff_median,75%ile_Spectral_Rolloff_std,Spectral_Flatness_mean,Spectral_Flatness_median,Spectral_Flatness_std,spectral_contrast_band_0_mean,spectral_contrast_band_0_median,spectral_contrast_band_0_std,spectral_contrast_band_1_mean,spectral_contrast_band_1_median,spectral_contrast_band_1_std,spectral_contrast_band_2_mean,spectral_contrast_band_2_median,spectral_contrast_band_2_std,spectral_contrast_band_3_mean,spectral_contrast_band_3_median,spectral_contrast_band_3_std,spectral_contrast_band_4_mean,spectral_contrast_band_4_median,spectral_contrast_band_4_std,spectral_contrast_band_5_mean,spectral_contrast_band_5_median,spectral_contrast_band_5_std,spectral_contrast_band_6_mean,spectral_contrast_band_6_median,spectral_contrast_band_6_std,MFCC_0_mean,MFCC_0_median,MFCC_0_std,MFCC_1_mean,MFCC_1_median,MFCC_1_std,MFCC_2_mean,MFCC_2_median,MFCC_2_std,MFCC_3_mean,MFCC_3_median,MFCC_3_std,MFCC_4_mean,MFCC_4_median,MFCC_4_std,MFCC_5_mean,MFCC_5_median,MFCC_5_std,MFCC_6_mean,MFCC_6_median,MFCC_6_std,MFCC_7_mean,MFCC_7_median,MFCC_7_std,MFCC_8_mean,MFCC_8_median,MFCC_8_std,MFCC_9_mean,MFCC_9_median,MFCC_9_std,MFCC_10_mean,MFCC_10_median,MFCC_10_std,MFCC_11_mean,MFCC_11_median,MFCC_11_std,MFCC_12_mean,MFCC_12_median,MFCC_12_std,MFCC_Delta1_0_mean,MFCC_Delta1_0_median,MFCC_Delta1_0_std,MFCC_Delta1_1_mean,MFCC_Delta1_1_median,MFCC_Delta1_1_std,MFCC_Delta1_2_mean,MFCC_Delta1_2_median,MFCC_Delta1_2_std,MFCC_Delta1_3_mean,MFCC_Delta1_3_median,MFCC_Delta1_3_std,MFCC_Delta1_4_mean,MFCC_Delta1_4_median,MFCC_Delta1_4_std,MFCC_Delta1_5_mean,MFCC_Delta1_5_median,MFCC_Delta1_5_std,MFCC_Delta1_6_mean,MFCC_Delta1_6_median,MFCC_Delta1_6_std,MFCC_Delta1_7_mean,MFCC_Delta1_7_median,MFCC_Delta1_7_std,MFCC_Delta1_8_mean,MFCC_Delta1_8_median,MFCC_Delta1_8_std,MFCC_Delta1_9_mean,MFCC_Delta1_9_median,MFCC_Delta1_9_std,MFCC_Delta1_10_mean,MFCC_Delta1_10_median,MFCC_Delta1_10_std,MFCC_Delta1_11_mean,MFCC_Delta1_11_median,MFCC_Delta1_11_std,MFCC_Delta1_12_mean,MFCC_Delta1_12_median,MFCC_Delta1_12_std,MFCC_Delta2_0_mean,MFCC_Delta2_0_median,MFCC_Delta2_0_std,MFCC_Delta2_1_mean,MFCC_Delta2_1_median,MFCC_Delta2_1_std,MFCC_Delta2_2_mean,MFCC_Delta2_2_median,MFCC_Delta2_2_std,MFCC_Delta2_3_mean,MFCC_Delta2_3_median,MFCC_Delta2_3_std,MFCC_Delta2_4_mean,MFCC_Delta2_4_median,MFCC_Delta2_4_std,MFCC_Delta2_5_mean,MFCC_Delta2_5_median,MFCC_Delta2_5_std,MFCC_Delta2_6_mean,MFCC_Delta2_6_median,MFCC_Delta2_6_std,MFCC_Delta2_7_mean,MFCC_Delta2_7_median,MFCC_Delta2_7_std,MFCC_Delta2_8_mean,MFCC_Delta2_8_median,MFCC_Delta2_8_std,MFCC_Delta2_9_mean,MFCC_Delta2_9_median,MFCC_Delta2_9_std,MFCC_Delta2_10_mean,MFCC_Delta2_10_median,MFCC_Delta2_10_std,MFCC_Delta2_11_mean,MFCC_Delta2_11_median,MFCC_Delta2_11_std,MFCC_Delta2_12_mean,MFCC_Delta2_12_median,MFCC_Delta2_12_std,Label
0,0.32922336,0.3126831,0.14041145,0.12793578,0.120070405,0.0585426,0.08298943813723927,0.07729007633587787,0.031102652323574606,123.046875,33.60424,22.369318,35.923443,1784.1226412753101,1739.018849684239,360.20200501843135,2002.4124072733878,2005.7711938497469,292.9751020236874,341.85000815690256,333.7646484375,135.23063924756076,977.5041690835267,904.39453125,405.95170158231616,2575.2828292669665,2422.4853515625,766.0689469681246,0.0047382712,0.0030025316,0.006481892,12.674987241302988,11.982296842316874,4.61961634492894,11.92747664409245,11.51502733011045,3.891327961056903,15.931945627272496,15.531411758766001,4.374954214672971,17.666455527058552,17.414711156433757,4.2051584416420775,17.391439529480348,17.085622631238795,3.5871215356454846,16.927504102516238,16.648334184846686,2.7732201621724264,39.859187084220686,39.73138728876873,3.409507205913651,-113.59882,-115.417656,50.688946,121.57067,121.83512,17.200207,-19.162262,-18.117706,15.348761,42.36394,43.777206,12.289782,-6.362266,-5.6126184,12.961207,18.621931,19.384796,9.443115,-13.699734,-13.798615,8.22211,15.339802,15.838383,8.306714,-12.274304,-11.847553,9.067516,10.970945,10.903623,7.959054,-8.326061,-8.206476,7.859071,8.802088,8.830807,7.161058,-3.6699412,-3.4705951,6.419961,0.0900569,0.30928582,10.313527,0.034227002,-0.0092244465,2.7832518,-0.034421664,-0.19934581,2.6550922,0.0014930527,0.053205047,2.1244164,0.0044915574,0.12997976,1.9976424,-0.00024122502,0.039160065,1.7753567,0.0010864622,-0.021607272,1.5489366,0.0035074702,-0.05250562,1.6108135,-0.00068590796,0.03968382,1.5325209,-0.01408406,-0.054733057,1.3741018,-0.0029297923,0.01654431,1.316592,0.0023459108,-0.038513876,1.2157956,0.00056947855,-0.0033415714,1.2188677,-0.04378292,0.6357806,5.7028027,-0.0012075007,-0.08998848,1.5552185,0.012654472,-0.008045946,1.4516574,0.00011878298,0.0034311137,1.2047349,0.0069767265,-0.03141158,1.0857303,-0.0020185444,-0.0024130065,0.99672306,0.001478307,-0.018381,0.9659059,-0.00034986314,0.012209889,0.9408826,0.0034921528,-0.029274194,0.94482344,0.0041874964,-0.0019182976,0.86987543,0.004329365,-0.0030594429,0.8238808,-0.0045372644,0.0082017975,0.82471067,-0.004123038,-0.021916227,0.76239944,blues
1,0.24994475,0.23699951,0.14032155,0.09390177,0.09010631,0.052386165,0.056082959919236286,0.04770992366412214,0.041359846033936734,107.666015625,336.0217,100.907776,730.2356,1530.261766989378,1462.0017959844804,613.1194898044934,2038.9876082704006,2050.4705483145967,462.4987602050221,232.95994734266242,193.798828125,187.98480710544598,620.074646987384,462.9638671875,587.1493311786202,1975.450725511166,1701.123046875,1329.5721122577559,0.002364178,0.001173405,0.00515171,12.486713058706053,11.656841683185117,4.82487257949056,13.47017277298518,13.153431714225759,4.303880181368404,16.145161598225013,15.917256517361507,4.6032880353113725,18.45169593093142,18.046019087073674,4.734972304101947,16.835530627914057,16.36558739044593,3.5243250965737736,17.158415261221048,16.630539951325215,3.3158734508902517,37.620376515468536,38.22468112201999,6.120630647842215,-207.52383,-195.36833,88.142525,123.98514,125.49504,23.662489,8.947019,12.943619,23.923552,35.86715,36.385094,16.270117,2.9095948,3.6022077,16.732485,21.519472,22.692244,12.504672,-8.556513,-8.06576,14.170464,23.370676,22.76322,11.940147,-10.103608,-10.181055,12.888547,11.899242,12.14433,10.21554,-5.558824,-5.8258743,10.254578,5.3778763,4.823669,9.808391,-2.2344916,-2.5130165,8.054382,0.045576338,-3.9244578,14.9651165,-0.025812047,-0.049861398,3.5078895,0.012586737,0.15651457,2.9419286,0.00038580663,-0.19275354,2.7225533,-0.012451461,0.149905,2.5668404,-0.0007786526,-0.22775333,2.0960736,-0.0037862936,0.18080135,1.9677926,0.029760923,-0.10803795,1.9080008,-0.007596384,0.08096148,1.8532654,-0.0037134588,-0.14004901,1.6964158,-0.0064946366,0.045227144,1.5795367,-0.004284591,-0.17229159,1.564183,0.008673841,0.033300556,1.2440633,-0.06488918,0.81803364,7.755255,0.0037115274,-0.027457811,2.1625235,-0.005667861,0.028812982,1.5899304,-0.015465796,-0.018092506,1.4656979,0.0076404093,-0.08369096,1.4488822,-0.0118385665,0.0027478824,1.1597477,0.009407288,-0.050604198,1.0487747,-0.010208991,0.0048348564,1.0528581,0.001945218,-0.02193536,1.0916458,-0.008625199,-0.0012876487,0.9222553,0.00042578296,0.0012041021,0.8978582,-0.0065014935,0.02841107,0.8480571,0.00050396763,-0.015440453,0.7379708,blues
2,0.44640887,0.44482422,0.15213093,0.17328942,0.17016226,0.059418812,0.07629897923640508,0.07251908396946564,0.035077262042352154,161.4990234375,102.7119,39.12264,542.8681,1552.8324814348227,1510.972591341696,395.5641678715908,1747.7540868495228,1741.1731153402636,276.2162439070264,367.0220394975348,322.998046875,251.30492779301605,935.495271262326,882.861328125,436.9080550610511,1993.9113254060326,1894.921875,707.7392991241807,0.0026473394,0.0015782746,0.0036694552,19.006912641389995,18.34922445984523,5.568259717361726,10.929467063181242,10.490385282857513,3.755476734754383,14.745182897184765,14.04724077084136,4.72556869766309,18.471633549962547,18.301555549842103,4.5734744006182595,19.174645886373117,18.891993225945768,4.062392386401639,18.181495238234877,18.031108773249937,3.228471508261157,39.05878809774982,39.48928116085032,3.7264384509391544,-90.757164,-85.44394,57.6011,140.44087,142.6199,22.55784,-29.084547,-29.163097,20.29937,31.686693,30.351402,11.998093,-13.976547,-13.17795,12.476432,25.753752,25.729296,8.625063,-13.66499,-13.881456,10.336393,11.634442,13.1468525,10.320866,-11.778322,-12.681,8.09211,9.714756,10.502952,8.236647,-13.125314,-13.280933,7.5942054,5.791247,6.8973722,8.030864,-8.901966,-10.0753765,7.771137,0.03754422,0.2353981,12.2164545,-0.0124791255,-0.017010752,3.491532,0.010308901,0.27213377,3.9694574,0.0051506613,0.032540385,2.0233998,-0.0029663756,0.023031393,1.9577043,-0.0050973827,0.029105442,1.5248026,-0.016028479,0.025403626,1.9373472,-0.0030643474,-0.016248105,1.7000835,0.0042600003,-0.005980142,1.573722,0.006335674,0.08246584,1.4479166,-0.0060272724,0.0091354055,1.3740758,-0.00203414,0.032958705,1.320854,0.0056490474,0.039816093,1.4122865,0.009677548,-0.029440248,7.36682,-0.0018883996,-0.026569614,2.1275148,0.0066406075,-0.07715633,2.4779701,-0.0036432217,-0.016195253,1.2658236,0.0023031684,-0.018693719,1.2883044,-0.004760965,-0.028086472,0.9801501,-0.0076977243,0.04668409,1.2042826,0.0003897183,0.004272075,1.1797999,0.0043816464,0.04336422,1.0556227,-2.808287e-07,-0.039434858,0.9471697,-0.005648751,0.015334767,0.8324677,-0.0022249236,-0.012532798,0.8575537,-3.1373525e-05,0.011399841,0.8438268,blues
3,0.30739558,0.28179932,0.17154425,0.13906637,0.12499155,0.08313802,0.033301010136790585,0.029580152671755726,0.022458364056398044,172.265625,1534.5559,305.8262,4030.1606,1070.1534175250663,1005.3217112065174,429.3786317904833,1596.4225644535757,1558.4608854542505,408.1076380606365,165.15450532917635,129.19921875,98.71293720703522,408.2898487347738,355.2978515625,259.0511157077815,1200.8216379966648,1022.8271484375,744.4093845531211,0.0010294276,0.0003978506,0.0020809064,23.238101431715826,22.604300759800513,5.202533358540944,11.416269504998038,10.858161991741262,3.7760396773754734,13.955269742094373,13.405339911829909,4.030690570262784,17.27999869151583,16.986100603040974,3.767311771221294,17.13873646832682,16.809890800884673,3.496821765597305,16.59555942298017,16.187728980830926,2.6761877312596694,34.38211376966512,34.461785295569484,4.92948126415506,-199.57513,-197.294,74.2177,150.0861,149.26617,21.361393,5.663404,7.5218935,16.034643,26.855278,28.09143,12.584162,1.7700713,3.1343598,16.369904,14.232647,14.821722,11.26088,-4.827845,-2.224557,12.487864,9.286853,9.871553,9.015004,-0.75612015,0.61365294,9.607383,8.134435,8.510473,8.448777,-3.200026,-2.6024647,10.500921,6.078081,5.6664457,6.9436674,-2.478445,-1.8808057,7.535,-0.11990043,-4.2176723,13.877934,-0.027420923,-0.0990331,3.4316664,0.027628887,0.40258914,2.88828,-0.0155929215,-0.3470033,2.2750087,0.01608839,0.4853986,2.6596153,-0.0019541369,-0.21346954,1.7815334,-0.0078023695,0.16867141,1.6733564,-0.019291304,-0.1542853,1.5744461,-0.01906408,0.04399406,1.7487007,-0.0077578826,-0.061720572,1.4889231,-0.010479975,0.09923857,1.6144592,-0.009716259,-0.1109909,1.2138776,-0.002597519,-0.017748246,1.3134595,0.00088270043,0.75147253,6.851952,-0.0043281782,-0.06200944,2.1542728,0.0004235483,-0.05087046,1.6620144,-0.0010915343,-0.055019036,1.2890642,-0.0024883212,-0.041749246,1.3659921,0.0019454554,-0.011799982,0.99474937,-0.0014000481,-0.059844736,0.9235014,-0.0010532594,-0.00018477389,0.8759105,-5.491464e-05,-0.051885553,0.98260325,-0.00088267535,-0.0042941533,0.8279296,-0.0034202507,-0.042518847,0.84175706,0.0012352865,0.021444472,0.73440826,-0.00073605106,-0.025702072,0.7695171,blues
4,0.28317782,0.24685669,0.16790752,0.08984163,0.07965543,0.051130768,0.10140997030398564,0.09064885496183206,0.04738488580832745,135.99917763157896,55.74646,20.252806,94.114006,1835.1285127725687,1732.517594787173,585.8749830350531,1748.4107584538044,1740.1039737210851,297.2855604932661,595.0608255691706,527.5634765625,282.87449544123376,1210.1393697433296,1076.66015625,635.5731051634616,2551.459745685905,2271.7529296875,1121.683997871527,0.0031431187,0.0017510556,0.0045282664,13.992868884836273,13.329635185273702,4.716489594603674,11.08103446631374,10.502036979060001,3.6581516392400384,15.934501058421022,15.750678049395788,4.100686060965805,19.96362195488544,19.76052094594967,4.811380136010898,19.799742852831578,19.599197783911972,4.229889397602872,19.653324184599803,18.99148864534286,4.155225551595798,37.44416365062113,37.06441765074629,5.518761371662982,-160.35417,-156.69756,72.10481,126.20948,130.62611,29.210808,-35.581394,-36.96552,18.27655,22.139256,21.88365,13.919527,-32.47355,-30.54369,18.341904,10.850702,10.269192,11.613141,-23.35007,-22.310747,9.658858,0.4932492,-1.254664,11.168416,-11.796538,-11.075848,11.400674,1.2035192,1.2267194,9.9858465,-13.084959,-13.406599,8.957855,-2.8104992,-3.56607,9.297122,-6.9344707,-7.0768247,9.462997,0.011306686,-0.29212773,12.938955,0.015848864,0.16431096,3.6143584,0.028014764,0.072282486,3.2193103,0.0154491095,-0.012757524,2.4009233,0.011387221,0.14980373,2.5778167,0.0038989945,-0.09117472,1.832065,0.006926768,0.13493274,1.764094,0.008627958,-0.03872687,1.6513506,0.0102290595,0.023331547,1.7683495,0.016899543,-0.120876364,1.7421182,0.002907902,0.06414385,1.4992845,0.0037600237,-0.12001651,1.614944,-0.018503966,0.044074893,1.5734569,-0.08167912,0.4571063,6.9774194,0.005500437,-0.0309151,2.2060542,0.024798736,0.06427352,1.9240699,-0.013608675,0.025051782,1.2859635,0.008226343,0.051332533,1.4321008,-0.008889684,0.0061613247,1.0877157,0.0023232645,-0.057285294,1.0758312,-0.0029029953,0.0017601148,1.026374,0.012684354,-0.016546687,0.9644975,-0.003368574,-0.038270775,1.1089526,0.0012436046,-0.008024037,0.8864387,0.0010758361,0.009075514,0.95535654,-0.0008596865,-0.008175614,0.97000134,blues
5,0.29071662,0.2605896,0.18573834,0.10193629,0.09364217,0.06555985,0.09400441602758247,0.0648854961832061,0.08192282651031678,112.34714673913044,309.54688,38.391155,852.1238,1832.0115969728529,1471.0183474741555,1015.1274949259331,1729.5808044661662,1695.9655118841933,449.2728280201698,597.9585652008411,376.8310546875,677.9344672668993,1300.1441619235788,775.1953125,1202.5442213181736,2583.0184617894433,1937.98828125,1715.2330024864011,0.0029233866,0.00090963143,0.006335833,14.018095375580042,13.309920628699397,5.09103789294853,15.1051267057168,14.512721649114397,5.141658885087018,17.19990628732815,16.5682648149624,5.289959318468612,19.872926899267686,19.550338163238717,5.007150551627136,19.45032419916807,19.070521812682024,4.107988182089826,19.165623555906556,19.031463330615118,3.6858406577325518,38.0425135080294,37.2999491882377,7.12375655828496,-177.80174,-168.74138,85.48365,118.20316,132.71083,56.52615,-17.57063,-23.292416,25.575533,30.760927,29.123741,22.038372,-21.742554,-21.270475,20.815298,11.919263,8.859388,16.321997,-20.734299,-19.327824,13.027126,3.1852882,2.4769292,11.563017,-8.580818,-7.090591,13.123481,-0.9328851,-2.174806,10.006048,-11.772245,-10.980303,8.7495575,-2.408764,-2.639655,8.877085,-9.348446,-10.387442,8.950292,0.1607674,-2.8887277,14.380204,-0.002898332,0.13155746,5.39405,-0.04765507,0.41098318,3.8099911,-0.017451573,-0.42695168,3.1341302,-0.0057167117,0.2988219,2.8748205,0.02137037,-0.14816517,2.1065583,-0.012242905,0.108612634,1.8614755,-0.0053169415,-0.058691025,1.6752858,-0.002376361,0.040785335,1.680136,0.0028731884,-0.09981369,1.7972034,-0.0051359166,0.02273504,1.3708066,0.03425841,-0.024844209,1.3780253,-0.014106041,-0.058094576,1.3583947,0.028641552,0.5301305,7.817156,0.008356575,-0.066277,2.755278,-0.010296132,-0.006752419,2.0839684,0.0013817878,0.0049128016,1.775002,0.004228298,-0.076226965,1.6355263,0.005392903,0.087214515,1.1780252,-0.0023239779,-0.047311347,1.1368054,0.004981439,0.03995781,0.9951132,0.0040326146,0.016769558,1.0117813,-0.0036601438,0.030953022,1.0315807,0.0045428593,0.0073580258,0.8822186,0.01090641,0.029768633,0.9047311,0.0014495167,-0.001850861,0.8605594,blues
6,0.34558046,0.30386353,0.22256997,0.1389646,0.12202275,0.0980453,0.07302311920322582,0.06297709923664122,0.04706457241845461,123.046875,265.20316,22.329243,1065.045,1459.4696908114731,1312.4235706396964,661.8345705707314,1389.068445556609,1245.1528872227648,430.2979447183738,408.08167778422273,290.6982421875,310.6050150731829,1036.7163142582656,807.4951171875,740.5601560248665,2102.501620051479,2045.654296875,1083.9861913019902,0.0009774845,0.00022554788,0.0033067262,20.30454206775777,20.23264929962672,6.943966133528627,16.686581738568403,16.24487311429516,5.282723099861606,18.34997584326791,17.936468400852352,5.547766820536938,20.220443201395497,20.141129782752994,5.136337693512184,20.700994036491807,20.821537560237765,4.3661239820943445,20.105065411783826,19.6634648072319,4.014204275839407,32.771125464583704,30.437002852553455,7.992922770593892,-190.0688,-183.3128,98.25145,130.27023,140.63905,43.9739,-36.362114,-39.504036,36.152878,33.036213,29.23186,21.913311,11.093892,22.999275,32.90848,-0.591882,-1.1656706,16.736532,-20.890266,-20.700058,12.315981,0.27844244,-0.1277169,10.141663,-6.496385,-5.316078,11.449826,-5.5127354,-5.123845,12.385571,-7.847404,-7.4116726,9.3544855,-3.1243007,-3.7427814,8.013118,-6.6028214,-6.628278,8.896452,0.087115176,-3.0661387,15.480265,-0.05219595,-0.035137177,5.3190947,-0.0052572843,0.56075233,5.6608653,0.008225134,-0.1398115,3.2319643,-0.010291101,0.074333,3.4334624,0.020451637,0.0068942388,2.5291305,-0.016521769,-0.015471092,1.9670249,0.0070607266,0.06374334,1.6429,2.341038e-05,0.014014903,1.6834326,0.01636265,0.04042565,2.1787727,0.0020791583,-0.01032478,1.5639371,0.010328761,-0.012418747,1.3865355,0.0017762218,0.025186483,1.4074905,0.013950044,0.6897902,8.545764,-0.013623638,-0.15342963,2.806377,0.0095638465,-0.08514114,2.9196265,0.0014010178,0.06967935,1.7571672,0.002369416,-0.086875506,1.7909143,0.0043244623,0.039202336,1.4963632,8.8223635e-05,0.025816014,1.1430618,0.0010945068,0.008228595,0.9822046,0.007082667,-0.009128291,1.1225878,-0.0003937644,0.0057741306,1.2981153,0.00031085892,-0.017769488,0.8512159,0.00050334126,0.042919256,0.89013296,-0.00058278133,0.015037966,0.8444338,blues
7,0.3083172,0.2781067,0.18049374,0.12947285,0.11407051,0.07839563,0.061432522744313184,0.04866412213740458,0.04505154879421256,92.28515625,146.41426,40.160866,392.16794,1451.8594137957502,1297.6372395520193,670.5234080387493,1577.567115762827,1611.1619176274287,410.11900642050153,388.8799893053944,236.865234375,392.3188614472828,833.807925337152,570.6298828125,752.1321763690371,2007.2509199173435,1776.4892578125,1085.316555425512,0.0014076318,0.00049251836,0.0034276915,16.874753323586305,16.660959758880352,5.200110162033494,15.751648376593582,15.443431939376,4.272985768065328,17.541069043884917,17.36233715745203,4.596453879728474,19.013777962844188,18.759946268710664,4.829234443305188,19.667894802940896,19.342469816032995,4.106876758325571,19.6311247276516,19.587850862436554,3.568633760999413,36.10865624610998,35.94539999391157,6.076485386954312,-179.3723,-180.72368,81.07715,136.44833,141.41609,38.458363,-26.662588,-27.838037,24.314783,39.96545,39.33513,18.7991,5.3108945,8.987593,25.496857,10.919133,10.997043,11.674244,-20.559534,-19.114164,12.794263,8.503361,7.0121245,12.299772,-11.349764,-11.79175,13.111818,-3.4705548,-4.860571,13.350184,-8.415842,-6.474768,12.147464,-6.957211,-7.2258415,9.149783,-3.5460427,-3.0848923,9.657396,0.028376432,-1.5195173,12.770482,0.03824599,0.18756662,4.0099463,-0.017307403,0.19271743,3.840817,0.017671036,-0.0609066,2.9762738,0.031149296,0.21127465,3.1009336,-0.008036533,-0.028202645,1.9070389,0.007571088,-0.02101555,1.9297132,-0.028782206,-0.11871599,1.8004332,0.013591484,0.1738456,2.0211742,-0.020144172,0.020149263,1.946629,-0.008424655,-0.02268901,1.6513385,0.002455654,-0.064122245,1.5604326,0.0021312083,0.050871428,1.6824073,-0.050464556,0.20233564,7.2339954,-0.0034479168,-0.008067457,2.4320898,0.014137313,0.0649291,2.1579404,-0.008497031,-0.029570244,1.7314938,0.016552418,-0.06807734,1.9076351,-0.0034632753,0.034090955,1.1297884,0.00548288,-0.050848946,1.1448967,0.002826724,0.020031832,1.0740782,0.002089208,-0.007391826,1.1936983,-0.005734603,-0.023480093,1.0837897,-0.00015498609,0.0027559497,0.9068878,-0.0049359985,-0.027969941,0.91562706,0.009693541,-0.012825492,0.99768054,blues
8,0.38455003,0.37213135,0.13565145,0.14081159,0.13529427,0.044112783,0.06402575819297096,0.06202290076335878,0.030335086355625627,83.35433467741936,54.427143,35.28809,60.498695,1719.4633657271252,1605.0464318695756,404.11438129424437,2031.8293659117528,1993.7757630277488,324.90910152458673,260.996410962877,226.0986328125,169.79479659330707,820.5349455300174,742.8955078125,450.1849654745785,2563.841753824681,2325.5859375,879.9039742310339,0.0026848554,0.001447235,0.0032513624,22.360101330662758,21.659377386356187,5.452547416988805,12.113287238432585,11.659406151340843,4.006425006495612,14.435526703341072,13.866925429964844,4.336021260997452,16.514723900539508,16.06814092932902,4.12265078938231,18.343304772355577,18.022175513898237,3.941266885927056,17.371462396610095,17.074823060703437,2.848900466748594,40.69188240083886,40.459041253548115,3.0136281407635495,-121.38979,-122.80851,51.182755,122.49833,124.48973,20.360193,-14.734729,-14.485635,18.47225,46.122135,44.356674,13.92542,-8.179258,-6.519371,13.3069935,20.172466,21.258774,10.341513,-19.171894,-19.844791,7.593371,23.036839,23.071657,8.783775,-11.832729,-12.297146,6.524472,21.154655,21.803406,7.6714864,-6.7227974,-6.763856,6.9941754,6.989506,7.356257,7.5189896,-12.730549,-13.624872,7.8707085,-0.092846885,-0.12886123,10.919907,0.018881854,-0.27022094,4.54275,0.005463791,0.12820579,4.120246,0.005059523,0.018236795,2.5105608,0.0038396956,0.3422874,2.2343981,-0.010937743,0.04473893,2.2804146,-0.0033700697,0.024432596,1.4398041,-0.01399979,-0.095329955,1.7371395,-0.008691255,-0.038769595,1.1077853,-0.02945923,-0.14138524,1.5648352,0.0019493538,0.11512988,1.2363294,-0.021037787,-0.16352542,1.5745543,0.015014967,0.047570433,1.3752463,-0.010582337,0.59667397,6.6880283,0.012630492,-0.1566218,2.4148092,-0.002487453,-0.03852483,2.3264005,-0.012123824,-0.058822706,1.3424696,0.00014466347,-0.05124669,1.2492831,-0.0022194504,-0.052416544,1.2513747,0.0008793461,0.0105832005,0.8530357,-0.010718516,0.03972605,1.1402624,-5.3191314e-05,4.5467765e-05,0.69673675,-0.0063853115,-0.036029745,0.9853941,-0.0054758852,-0.019879667,0.796768,-0.011265839,-0.05795436,0.98234576,-0.0036671986,0.029867686,0.7915214,blues
9,0.22454962,0.17495728,0.17847286,0.08024901,0.058467723,0.067166656,0.07911655833230018,0.06965648854961833,0.04148358925534474,129.19921875,60.618874,35.268585,81.06,1817.2305900912734,1689.6878247996574,546.0232819290533,1973.7920387617448,2016.9984277560518,337.84633270291323,387.5393683838457,344.53125,285.5143563785513,1003.9918408316415,775.1953125,725.3464330305347,2656.61938306627,2519.384765625,1129.5538949277045,0.0028449246,0.0018070284,0.003435408,10.394217286006025,9.756460131166362,3.990799638232445,13.73126853890854,13.287649693460436,4.569872945054634,18.783352652572116,18.521644583054034,4.7302585724163775,19.246460291064388,19.148200427233885,4.533477425595352,17.33467608306202,16.96832575379989,3.6891677185653653,18.834139720812036,18.40316355598897,4.320339852677978,36.81675314023665,34.88688144239183,5.504849363471638,-213.26424,-210.29622,78.3133,115.16476,119.44615,28.253563,-11.69817,-7.447087,25.866669,39.015358,34.498596,18.73323,-20.34833,-15.997415,23.065073,13.082702,14.330837,16.680668,-9.1827,-7.8420563,11.24508,9.017152,9.082581,8.244039,-14.104312,-14.623295,10.492645,4.271254,3.3186612,9.623029,-6.0507803,-6.2595296,9.211915,3.7858355,4.202808,10.2183,0.22263548,-0.42810357,8.737599,-0.11408865,-1.331692,9.01273,-0.0020235803,0.18855998,3.7311864,0.04951766,0.23487732,3.1331553,-0.040020365,-0.17877649,2.581135,0.015540761,0.20724061,2.6175408,0.016568499,0.037185002,1.7704254,-0.0076200375,0.030977424,1.5466557,-0.0008226573,-0.02615153,1.2656469,-0.0005218789,0.04178707,1.5916286,-0.011863987,-0.059792757,1.5270375,-0.012137512,0.017378235,1.2761414,0.0073185056,0.0340415,1.2278857,0.006631556,0.0079412935,1.224551,-0.041052338,0.12965,4.4364333,-0.009529615,-0.05294123,2.155959,0.0175161,-0.054386288,1.6579347,-0.006668092,0.03097464,1.41764,-2.7699518e-05,-0.05314074,1.4021347,-0.0069075986,0.0047191298,0.97343403,-0.0011530964,-0.0050760824,0.90761334,0.007892873,0.0057154507,0.79312754,-8.0125144e-05,-0.014085036,0.9288371,0.00053551246,-0.0044254893,0.8093203,0.0023416688,0.017109536,0.7622986,0.0007781024,0.0037141507,0.74472433,0.0015706155,-0.002530545,0.7396265,blues
